name,slug,sku,genericName,brand,description,form,strength,packSize,categoryIds,regulatoryClass,nafdacRegNo,manufacturer,status,price,cost,compareAt,isAvailable,openingQuantity,reorderLevel,batchNo,expiry,reason
Atenolol 10mg,atenolol-10mg-tablet,,Atenolol,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10163,2028-12-30,Bulk import: inventory_3000
Propranolol 10mg,propranolol-10mg-tablet,,Propranolol,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10164,2028-12-30,Bulk import: inventory_3000
Methyldopa 10mg,methyldopa-10mg-tablet,,Methyldopa,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10165,2028-12-30,Bulk import: inventory_3000
Hydralazine 10mg,hydralazine-10mg-tablet,,Hydralazine,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10166,2028-12-30,Bulk import: inventory_3000
Glyceryl Trinitrate 10mg,glyceryl-trinitrate-10mg-tablet,,Glyceryl Trinitrate,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10167,2028-12-30,Bulk import: inventory_3000
Digoxin 10mg,digoxin-10mg-tablet,,Digoxin,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10169,2028-12-30,Bulk import: inventory_3000
Furosemide 10mg,furosemide-10mg-tablet,,Furosemide,,,tablet,10mg,,,POM,,,draft,0,,,true,200,20,B10170,2028-12-30,Bulk import: inventory_3000
Hydrochlorothiazide 10mg,hydrochlorothiazide-10mg-tablet,,Hydrochlorothiazide,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10172,2028-12-30,Bulk import: inventory_3000
Spironolactone 10mg,spironolactone-10mg-tablet,,Spironolactone,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10173,2028-12-30,Bulk import: inventory_3000
Atorvastatin 10mg,atorvastatin-10mg-tablet,,Atorvastatin,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10174,2028-12-30,Bulk import: inventory_3000
Simvastatin 10mg,simvastatin-10mg-tablet,,Simvastatin,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10175,2028-12-30,Bulk import: inventory_3000
Salbutamol 10mg,salbutamol-10mg-tablet,,Salbutamol,,,tablet,10mg,,,POM,,,draft,0,,,true,200,20,B10176,2028-12-30,Bulk import: inventory_3000
Aminophylline 10mg,aminophylline-10mg-tablet,,Aminophylline,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10178,2028-12-30,Bulk import: inventory_3000
Omeprazole 10mg,omeprazole-10mg-tablet,,Omeprazole,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10179,2028-12-30,Bulk import: inventory_3000
Cimetidine 10mg,cimetidine-10mg-tablet,,Cimetidine,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10180,2028-12-30,Bulk import: inventory_3000
Zinc Sulfate 10mg,zinc-sulfate-10mg-tablet,,Zinc Sulfate,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10182,2028-12-30,Bulk import: inventory_3000
Bisacodyl 10mg,bisacodyl-10mg-tablet,,Bisacodyl,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10183,2028-12-30,Bulk import: inventory_3000
Metformin 10mg,metformin-10mg-tablet,,Metformin,,,tablet,10mg,,,POM,,,draft,0,,,true,200,20,B10184,2028-12-30,Bulk import: inventory_3000
Glibenclamide 10mg,glibenclamide-10mg-tablet,,Glibenclamide,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10186,2028-12-30,Bulk import: inventory_3000
Glimepiride 10mg,glimepiride-10mg-tablet,,Glimepiride,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10187,2028-12-30,Bulk import: inventory_3000
Levothyroxine 10mg,levothyroxine-10mg-tablet,,Levothyroxine,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10188,2028-12-30,Bulk import: inventory_3000
Carbimazole 10mg,carbimazole-10mg-tablet,,Carbimazole,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10189,2028-12-30,Bulk import: inventory_3000
Folic Acid 10mg,folic-acid-10mg-tablet,,Folic Acid,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10190,2028-12-30,Bulk import: inventory_3000
Oxytocin 10mg,oxytocin-10mg-tablet,,Oxytocin,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10191,2028-12-30,Bulk import: inventory_3000
Misoprostol 10mg,misoprostol-10mg-tablet,,Misoprostol,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10192,2028-12-30,Bulk import: inventory_3000
Magnesium Sulfate 10mg,magnesium-sulfate-10mg-tablet,,Magnesium Sulfate,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10193,2028-12-30,Bulk import: inventory_3000
Amitriptyline 10mg,amitriptyline-10mg-tablet,,Amitriptyline,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10194,2028-12-30,Bulk import: inventory_3000
Fluoxetine 10mg,fluoxetine-10mg-tablet,,Fluoxetine,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10195,2028-12-30,Bulk import: inventory_3000
Haloperidol 10mg,haloperidol-10mg-tablet,,Haloperidol,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10196,2028-12-30,Bulk import: inventory_3000
Chlorpromazine 10mg,chlorpromazine-10mg-tablet,,Chlorpromazine,,,tablet,10mg,,,POM,,,draft,0,,,true,100,20,B10197,2028-12-30,Bulk import: inventory_3000
Halothane 20mg,halothane-20mg-tablet,,Halothane,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10198,2028-12-30,Bulk import: inventory_3000
Ketamine 20mg,ketamine-20mg-tablet,,Ketamine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10199,2028-12-30,Bulk import: inventory_3000
Nitrous oxide 20mg,nitrous-oxide-20mg-tablet,,Nitrous oxide,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10200,2028-12-30,Bulk import: inventory_3000
Oxygen 20mg,oxygen-20mg-tablet,,Oxygen,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10201,2028-12-30,Bulk import: inventory_3000
Atropine 20mg,atropine-20mg-tablet,,Atropine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10202,2028-12-30,Bulk import: inventory_3000
Diazepam 20mg,diazepam-20mg-tablet,,Diazepam,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10203,2028-12-30,Bulk import: inventory_3000
Hyoscine N-Butylbromide 20mg,hyoscine-n-butylbromide-20mg-tablet,,Hyoscine N-Butylbromide,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10204,2028-12-30,Bulk import: inventory_3000
Midazolam 20mg,midazolam-20mg-tablet,,Midazolam,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10205,2028-12-30,Bulk import: inventory_3000
Morphine 20mg,morphine-20mg-tablet,,Morphine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10206,2028-12-30,Bulk import: inventory_3000
Promethazine 20mg,promethazine-20mg-tablet,,Promethazine,,,tablet,20mg,,,POM,,,draft,0,,,true,200,20,B10207,2028-12-30,Bulk import: inventory_3000
Atracurium 20mg,atracurium-20mg-tablet,,Atracurium,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10209,2028-12-30,Bulk import: inventory_3000
Neostigmine 20mg,neostigmine-20mg-tablet,,Neostigmine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10210,2028-12-30,Bulk import: inventory_3000
Suxamethonium 20mg,suxamethonium-20mg-tablet,,Suxamethonium,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10211,2028-12-30,Bulk import: inventory_3000
Propofol 20mg,propofol-20mg-tablet,,Propofol,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10212,2028-12-30,Bulk import: inventory_3000
Lidocaine 20mg,lidocaine-20mg-tablet,,Lidocaine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10213,2028-12-30,Bulk import: inventory_3000
Bupivacaine 20mg,bupivacaine-20mg-tablet,,Bupivacaine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10214,2028-12-30,Bulk import: inventory_3000
Pentazocine 20mg,pentazocine-20mg-tablet,,Pentazocine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10215,2028-12-30,Bulk import: inventory_3000
Pethidine 20mg,pethidine-20mg-tablet,,Pethidine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10216,2028-12-30,Bulk import: inventory_3000
Tramadol 20mg,tramadol-20mg-tablet,,Tramadol,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10217,2028-12-30,Bulk import: inventory_3000
Acetylsalicylic Acid 20mg,acetylsalicylic-acid-20mg-tablet,,Acetylsalicylic Acid,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10218,2028-12-30,Bulk import: inventory_3000
Paracetamol 20mg,paracetamol-20mg-tablet,,Paracetamol,,,tablet,20mg,,,POM,,,draft,0,,,true,300,20,B10219,2028-12-30,Bulk import: inventory_3000
Allopurinol 20mg,allopurinol-20mg-tablet,,Allopurinol,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10222,2028-12-30,Bulk import: inventory_3000
Diclofenac Sodium 20mg,diclofenac-sodium-20mg-tablet,,Diclofenac Sodium,,,tablet,20mg,,,POM,,,draft,0,,,true,200,20,B10223,2028-12-30,Bulk import: inventory_3000
Ibuprofen 20mg,ibuprofen-20mg-tablet,,Ibuprofen,,,tablet,20mg,,,POM,,,draft,0,,,true,200,20,B10225,2028-12-30,Bulk import: inventory_3000
Naproxen 20mg,naproxen-20mg-tablet,,Naproxen,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10227,2028-12-30,Bulk import: inventory_3000
Piroxicam 20mg,piroxicam-20mg-tablet,,Piroxicam,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10228,2028-12-30,Bulk import: inventory_3000
Meloxicam 20mg,meloxicam-20mg-tablet,,Meloxicam,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10229,2028-12-30,Bulk import: inventory_3000
Naloxone 20mg,naloxone-20mg-tablet,,Naloxone,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10230,2028-12-30,Bulk import: inventory_3000
Chlorpheniramine 20mg,chlorpheniramine-20mg-tablet,,Chlorpheniramine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10231,2028-12-30,Bulk import: inventory_3000
Hydrocortisone 20mg,hydrocortisone-20mg-tablet,,Hydrocortisone,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10232,2028-12-30,Bulk import: inventory_3000
Prednisolone 20mg,prednisolone-20mg-tablet,,Prednisolone,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10233,2028-12-30,Bulk import: inventory_3000
Phenobarbital 20mg,phenobarbital-20mg-tablet,,Phenobarbital,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10234,2028-12-30,Bulk import: inventory_3000
Phenytoin 20mg,phenytoin-20mg-tablet,,Phenytoin,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10235,2028-12-30,Bulk import: inventory_3000
Sodium Valproate 20mg,sodium-valproate-20mg-tablet,,Sodium Valproate,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10236,2028-12-30,Bulk import: inventory_3000
Carbamazepine 20mg,carbamazepine-20mg-tablet,,Carbamazepine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10237,2028-12-30,Bulk import: inventory_3000
Amoxicillin 20mg,amoxicillin-20mg-tablet,,Amoxicillin,,,tablet,20mg,,,POM,,,draft,0,,,true,200,20,B10238,2028-12-30,Bulk import: inventory_3000
Ampicillin 20mg,ampicillin-20mg-tablet,,Ampicillin,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10240,2028-12-30,Bulk import: inventory_3000
Cloxacillin 20mg,cloxacillin-20mg-tablet,,Cloxacillin,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10241,2028-12-30,Bulk import: inventory_3000
Ceftriaxone 20mg,ceftriaxone-20mg-tablet,,Ceftriaxone,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10242,2028-12-30,Bulk import: inventory_3000
Cefuroxime 20mg,cefuroxime-20mg-tablet,,Cefuroxime,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10243,2028-12-30,Bulk import: inventory_3000
Azithromycin 20mg,azithromycin-20mg-tablet,,Azithromycin,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10244,2028-12-30,Bulk import: inventory_3000
Erythromycin 20mg,erythromycin-20mg-tablet,,Erythromycin,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10245,2028-12-30,Bulk import: inventory_3000
Ciprofloxacin 20mg,ciprofloxacin-20mg-tablet,,Ciprofloxacin,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10246,2028-12-30,Bulk import: inventory_3000
Metronidazole 20mg,metronidazole-20mg-tablet,,Metronidazole,,,tablet,20mg,,,POM,,,draft,0,,,true,200,20,B10247,2028-12-30,Bulk import: inventory_3000
Gentamicin 20mg,gentamicin-20mg-tablet,,Gentamicin,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10249,2028-12-30,Bulk import: inventory_3000
Doxycycline 20mg,doxycycline-20mg-tablet,,Doxycycline,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10250,2028-12-30,Bulk import: inventory_3000
Cotrimoxazole 20mg,cotrimoxazole-20mg-tablet,,Cotrimoxazole,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10251,2028-12-30,Bulk import: inventory_3000
Artemether + Lumefantrine 20mg,artemether-lumefantrine-20mg-tablet,,Artemether + Lumefantrine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10252,2028-12-30,Bulk import: inventory_3000
Artesunate 20mg,artesunate-20mg-tablet,,Artesunate,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10253,2028-12-30,Bulk import: inventory_3000
Amodiaquine 20mg,amodiaquine-20mg-tablet,,Amodiaquine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10254,2028-12-30,Bulk import: inventory_3000
Quinine 20mg,quinine-20mg-tablet,,Quinine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10255,2028-12-30,Bulk import: inventory_3000
Fluconazole 20mg,fluconazole-20mg-tablet,,Fluconazole,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10256,2028-12-30,Bulk import: inventory_3000
Nystatin 20mg,nystatin-20mg-tablet,,Nystatin,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10257,2028-12-30,Bulk import: inventory_3000
Amlodipine 20mg,amlodipine-20mg-tablet,,Amlodipine,,,tablet,20mg,,,POM,,,draft,0,,,true,200,20,B10258,2028-12-30,Bulk import: inventory_3000
Atenolol 20mg,atenolol-20mg-tablet,,Atenolol,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10262,2028-12-30,Bulk import: inventory_3000
Propranolol 20mg,propranolol-20mg-tablet,,Propranolol,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10263,2028-12-30,Bulk import: inventory_3000
Methyldopa 20mg,methyldopa-20mg-tablet,,Methyldopa,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10264,2028-12-30,Bulk import: inventory_3000
Hydralazine 20mg,hydralazine-20mg-tablet,,Hydralazine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10265,2028-12-30,Bulk import: inventory_3000
Glyceryl Trinitrate 20mg,glyceryl-trinitrate-20mg-tablet,,Glyceryl Trinitrate,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10266,2028-12-30,Bulk import: inventory_3000
Isosorbide Dinitrate 20mg,isosorbide-dinitrate-20mg-tablet,,Isosorbide Dinitrate,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10267,2028-12-30,Bulk import: inventory_3000
Digoxin 20mg,digoxin-20mg-tablet,,Digoxin,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10268,2028-12-30,Bulk import: inventory_3000
Furosemide 20mg,furosemide-20mg-tablet,,Furosemide,,,tablet,20mg,,,POM,,,draft,0,,,true,200,20,B10269,2028-12-30,Bulk import: inventory_3000
Hydrochlorothiazide 20mg,hydrochlorothiazide-20mg-tablet,,Hydrochlorothiazide,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10271,2028-12-30,Bulk import: inventory_3000
Spironolactone 20mg,spironolactone-20mg-tablet,,Spironolactone,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10272,2028-12-30,Bulk import: inventory_3000
Salbutamol 20mg,salbutamol-20mg-tablet,,Salbutamol,,,tablet,20mg,,,POM,,,draft,0,,,true,200,20,B10275,2028-12-30,Bulk import: inventory_3000
Aminophylline 20mg,aminophylline-20mg-tablet,,Aminophylline,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10277,2028-12-30,Bulk import: inventory_3000
Omeprazole 20mg,omeprazole-20mg-tablet,,Omeprazole,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10278,2028-12-30,Bulk import: inventory_3000
Cimetidine 20mg,cimetidine-20mg-tablet,,Cimetidine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10279,2028-12-30,Bulk import: inventory_3000
Metoclopramide 20mg,metoclopramide-20mg-tablet,,Metoclopramide,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10280,2028-12-30,Bulk import: inventory_3000
Bisacodyl 20mg,bisacodyl-20mg-tablet,,Bisacodyl,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10282,2028-12-30,Bulk import: inventory_3000
Metformin 20mg,metformin-20mg-tablet,,Metformin,,,tablet,20mg,,,POM,,,draft,0,,,true,200,20,B10283,2028-12-30,Bulk import: inventory_3000
Glibenclamide 20mg,glibenclamide-20mg-tablet,,Glibenclamide,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10285,2028-12-30,Bulk import: inventory_3000
Glimepiride 20mg,glimepiride-20mg-tablet,,Glimepiride,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10286,2028-12-30,Bulk import: inventory_3000
Levothyroxine 20mg,levothyroxine-20mg-tablet,,Levothyroxine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10287,2028-12-30,Bulk import: inventory_3000
Carbimazole 20mg,carbimazole-20mg-tablet,,Carbimazole,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10288,2028-12-30,Bulk import: inventory_3000
Folic Acid 20mg,folic-acid-20mg-tablet,,Folic Acid,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10289,2028-12-30,Bulk import: inventory_3000
Oxytocin 20mg,oxytocin-20mg-tablet,,Oxytocin,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10290,2028-12-30,Bulk import: inventory_3000
Misoprostol 20mg,misoprostol-20mg-tablet,,Misoprostol,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10291,2028-12-30,Bulk import: inventory_3000
Magnesium Sulfate 20mg,magnesium-sulfate-20mg-tablet,,Magnesium Sulfate,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10292,2028-12-30,Bulk import: inventory_3000
Amitriptyline 20mg,amitriptyline-20mg-tablet,,Amitriptyline,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10293,2028-12-30,Bulk import: inventory_3000
Fluoxetine 20mg,fluoxetine-20mg-tablet,,Fluoxetine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10294,2028-12-30,Bulk import: inventory_3000
Haloperidol 20mg,haloperidol-20mg-tablet,,Haloperidol,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10295,2028-12-30,Bulk import: inventory_3000
Chlorpromazine 20mg,chlorpromazine-20mg-tablet,,Chlorpromazine,,,tablet,20mg,,,POM,,,draft,0,,,true,100,20,B10296,2028-12-30,Bulk import: inventory_3000
Halothane 50mg,halothane-50mg-tablet,,Halothane,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10297,2028-12-30,Bulk import: inventory_3000
Ketamine 50mg,ketamine-50mg-tablet,,Ketamine,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10298,2028-12-30,Bulk import: inventory_3000
Nitrous oxide 50mg,nitrous-oxide-50mg-tablet,,Nitrous oxide,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10299,2028-12-30,Bulk import: inventory_3000
Oxygen 50mg,oxygen-50mg-tablet,,Oxygen,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10300,2028-12-30,Bulk import: inventory_3000
Atropine 50mg,atropine-50mg-tablet,,Atropine,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10301,2028-12-30,Bulk import: inventory_3000
Diazepam 50mg,diazepam-50mg-tablet,,Diazepam,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10302,2028-12-30,Bulk import: inventory_3000
Hyoscine N-Butylbromide 50mg,hyoscine-n-butylbromide-50mg-tablet,,Hyoscine N-Butylbromide,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10303,2028-12-30,Bulk import: inventory_3000
Midazolam 50mg,midazolam-50mg-tablet,,Midazolam,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10304,2028-12-30,Bulk import: inventory_3000
Morphine 50mg,morphine-50mg-tablet,,Morphine,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10305,2028-12-30,Bulk import: inventory_3000
Promethazine 50mg,promethazine-50mg-tablet,,Promethazine,,,tablet,50mg,,,POM,,,draft,0,,,true,200,20,B10306,2028-12-30,Bulk import: inventory_3000
Atracurium 50mg,atracurium-50mg-tablet,,Atracurium,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10308,2028-12-30,Bulk import: inventory_3000
Neostigmine 50mg,neostigmine-50mg-tablet,,Neostigmine,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10309,2028-12-30,Bulk import: inventory_3000
Suxamethonium 50mg,suxamethonium-50mg-tablet,,Suxamethonium,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10310,2028-12-30,Bulk import: inventory_3000
Propofol 50mg,propofol-50mg-tablet,,Propofol,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10311,2028-12-30,Bulk import: inventory_3000
Lidocaine 50mg,lidocaine-50mg-tablet,,Lidocaine,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10312,2028-12-30,Bulk import: inventory_3000
Bupivacaine 50mg,bupivacaine-50mg-tablet,,Bupivacaine,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10313,2028-12-30,Bulk import: inventory_3000
Pentazocine 50mg,pentazocine-50mg-tablet,,Pentazocine,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10314,2028-12-30,Bulk import: inventory_3000
Pethidine 50mg,pethidine-50mg-tablet,,Pethidine,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10315,2028-12-30,Bulk import: inventory_3000
Tramadol 50mg,tramadol-50mg-tablet,,Tramadol,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10316,2028-12-30,Bulk import: inventory_3000
Acetylsalicylic Acid 50mg,acetylsalicylic-acid-50mg-tablet,,Acetylsalicylic Acid,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10317,2028-12-30,Bulk import: inventory_3000
Paracetamol 50mg,paracetamol-50mg-tablet,,Paracetamol,,,tablet,50mg,,,POM,,,draft,0,,,true,300,20,B10318,2028-12-30,Bulk import: inventory_3000
Allopurinol 50mg,allopurinol-50mg-tablet,,Allopurinol,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10321,2028-12-30,Bulk import: inventory_3000
Ibuprofen 50mg,ibuprofen-50mg-tablet,,Ibuprofen,,,tablet,50mg,,,POM,,,draft,0,,,true,200,20,B10324,2028-12-30,Bulk import: inventory_3000
Naproxen 50mg,naproxen-50mg-tablet,,Naproxen,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10326,2028-12-30,Bulk import: inventory_3000
Piroxicam 50mg,piroxicam-50mg-tablet,,Piroxicam,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10327,2028-12-30,Bulk import: inventory_3000
Meloxicam 50mg,meloxicam-50mg-tablet,,Meloxicam,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10328,2028-12-30,Bulk import: inventory_3000
Naloxone 50mg,naloxone-50mg-tablet,,Naloxone,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10329,2028-12-30,Bulk import: inventory_3000
Chlorpheniramine 50mg,chlorpheniramine-50mg-tablet,,Chlorpheniramine,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10330,2028-12-30,Bulk import: inventory_3000
Hydrocortisone 50mg,hydrocortisone-50mg-tablet,,Hydrocortisone,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10331,2028-12-30,Bulk import: inventory_3000
Prednisolone 50mg,prednisolone-50mg-tablet,,Prednisolone,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10332,2028-12-30,Bulk import: inventory_3000
Phenobarbital 50mg,phenobarbital-50mg-tablet,,Phenobarbital,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10333,2028-12-30,Bulk import: inventory_3000
Phenytoin 50mg,phenytoin-50mg-tablet,,Phenytoin,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10334,2028-12-30,Bulk import: inventory_3000
Sodium Valproate 50mg,sodium-valproate-50mg-tablet,,Sodium Valproate,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10335,2028-12-30,Bulk import: inventory_3000
Carbamazepine 50mg,carbamazepine-50mg-tablet,,Carbamazepine,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10336,2028-12-30,Bulk import: inventory_3000
Amoxicillin 50mg,amoxicillin-50mg-tablet,,Amoxicillin,,,tablet,50mg,,,POM,,,draft,0,,,true,200,20,B10337,2028-12-30,Bulk import: inventory_3000
Ampicillin 50mg,ampicillin-50mg-tablet,,Ampicillin,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10339,2028-12-30,Bulk import: inventory_3000
Cloxacillin 50mg,cloxacillin-50mg-tablet,,Cloxacillin,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10340,2028-12-30,Bulk import: inventory_3000
Ceftriaxone 50mg,ceftriaxone-50mg-tablet,,Ceftriaxone,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10341,2028-12-30,Bulk import: inventory_3000
Cefuroxime 50mg,cefuroxime-50mg-tablet,,Cefuroxime,,,tablet,50mg,,,POM,,,draft,0,,,true,100,20,B10342,2028-12-30,Bulk import: inventory_3000
