Product,Generic,Brand,Form,Strength,On hand,Reserved,Available,Reorder level,Batch no,Expiry,Batch qty
Omeprazole 20mg,Omeprazole,,tablet,20mg,100,0,100,20,B10278,30/12/2028,100
Cimetidine 20mg,Cimetidine,,tablet,20mg,100,0,100,20,B10279,30/12/2028,100
Metoclopramide 20mg,Metoclopramide,,tablet,20mg,100,0,100,20,B10280,30/12/2028,100
Zinc Sulfate 20mg,Zinc Sulfate,,tablet,20mg,100,0,100,20,B10281,30/12/2028,100
Bisacodyl 20mg,Bisacodyl,,tablet,20mg,100,0,100,20,B10282,30/12/2028,100
Metformin 20mg,Metformin,,tablet,20mg,100,0,100,20,B10283,30/12/2028,100
Metformin 20mg,Metformin,,tablet,20mg,100,0,100,20,B10284,30/12/2028,100
Glibenclamide 20mg,Glibenclamide,,tablet,20mg,100,0,100,20,B10285,30/12/2028,100
Glimepiride 20mg,Glimepiride,,tablet,20mg,100,0,100,20,B10286,30/12/2028,100
Levothyroxine 20mg,Levothyroxine,,tablet,20mg,100,0,100,20,B10287,30/12/2028,100
Carbimazole 20mg,Carbimazole,,tablet,20mg,100,0,100,20,B10288,30/12/2028,100
Folic Acid 20mg,Folic Acid,,tablet,20mg,100,0,100,20,B10289,30/12/2028,100
Oxytocin 20mg,Oxytocin,,tablet,20mg,100,0,100,20,B10290,30/12/2028,100
Misoprostol 20mg,Misoprostol,,tablet,20mg,100,0,100,20,B10291,30/12/2028,100
Magnesium Sulfate 20mg,Magnesium Sulfate,,tablet,20mg,100,0,100,20,B10292,30/12/2028,100
Amitriptyline 20mg,Amitriptyline,,tablet,20mg,100,0,100,20,B10293,30/12/2028,100
Fluoxetine 20mg,Fluoxetine,,tablet,20mg,100,0,100,20,B10294,30/12/2028,100
Haloperidol 20mg,Haloperidol,,tablet,20mg,100,0,100,20,B10295,30/12/2028,100
Chlorpromazine 20mg,Chlorpromazine,,tablet,20mg,100,0,100,20,B10296,30/12/2028,100
Halothane 50mg,Halothane,,tablet,50mg,100,0,100,20,B10297,30/12/2028,100
Ketamine 50mg,Ketamine,,tablet,50mg,100,0,100,20,B10298,30/12/2028,100
Nitrous oxide 50mg,Nitrous oxide,,tablet,50mg,100,0,100,20,B10299,30/12/2028,100
Oxygen 50mg,Oxygen,,tablet,50mg,100,0,100,20,B10300,30/12/2028,100
Atropine 50mg,Atropine,,tablet,50mg,100,0,100,20,B10301,30/12/2028,100
Diazepam 50mg,Diazepam,,tablet,50mg,100,0,100,20,B10302,30/12/2028,100
Hyoscine N-Butylbromide 50mg,Hyoscine N-Butylbromide,,tablet,50mg,100,0,100,20,B10303,30/12/2028,100
Midazolam 50mg,Midazolam,,tablet,50mg,100,0,100,20,B10304,30/12/2028,100
Morphine 50mg,Morphine,,tablet,50mg,100,0,100,20,B10305,30/12/2028,100
Promethazine 50mg,Promethazine,,tablet,50mg,100,0,100,20,B10306,30/12/2028,100
Promethazine 50mg,Promethazine,,tablet,50mg,100,0,100,20,B10307,30/12/2028,100
Atracurium 50mg,Atracurium,,tablet,50mg,100,0,100,20,B10308,30/12/2028,100
Neostigmine 50mg,Neostigmine,,tablet,50mg,100,0,100,20,B10309,30/12/2028,100
Suxamethonium 50mg,Suxamethonium,,tablet,50mg,100,0,100,20,B10310,30/12/2028,100
Propofol 50mg,Propofol,,tablet,50mg,100,0,100,20,B10311,30/12/2028,100
Lidocaine 50mg,Lidocaine,,tablet,50mg,100,0,100,20,B10312,30/12/2028,100
Bupivacaine 50mg,Bupivacaine,,tablet,50mg,100,0,100,20,B10313,30/12/2028,100
Pentazocine 50mg,Pentazocine,,tablet,50mg,100,0,100,20,B10314,30/12/2028,100
Pethidine 50mg,Pethidine,,tablet,50mg,100,0,100,20,B10315,30/12/2028,100
Tramadol 50mg,Tramadol,,tablet,50mg,100,0,100,20,B10316,30/12/2028,100
Acetylsalicylic Acid 50mg,Acetylsalicylic Acid,,tablet,50mg,100,0,100,20,B10317,30/12/2028,100
Paracetamol 50mg,Paracetamol,,tablet,50mg,100,0,100,20,B10318,30/12/2028,100
Paracetamol 50mg,Paracetamol,,tablet,50mg,100,0,100,20,B10319,30/12/2028,100
Paracetamol 50mg,Paracetamol,,tablet,50mg,100,0,100,20,B10320,30/12/2028,100
Allopurinol 50mg,Allopurinol,,tablet,50mg,100,0,100,20,B10321,30/12/2028,100
Diclofenac Sodium 50mg,Diclofenac Sodium,,tablet,50mg,100,0,100,20,B10322,30/12/2028,100
Diclofenac Sodium 50mg,Diclofenac Sodium,,tablet,50mg,100,0,100,20,B10323,30/12/2028,100
Ibuprofen 50mg,Ibuprofen,,tablet,50mg,100,0,100,20,B10324,30/12/2028,100
Ibuprofen 50mg,Ibuprofen,,tablet,50mg,100,0,100,20,B10325,30/12/2028,100
Naproxen 50mg,Naproxen,,tablet,50mg,100,0,100,20,B10326,30/12/2028,100
Piroxicam 50mg,Piroxicam,,tablet,50mg,100,0,100,20,B10327,30/12/2028,100
Meloxicam 50mg,Meloxicam,,tablet,50mg,100,0,100,20,B10328,30/12/2028,100
Naloxone 50mg,Naloxone,,tablet,50mg,100,0,100,20,B10329,30/12/2028,100
Chlorpheniramine 50mg,Chlorpheniramine,,tablet,50mg,100,0,100,20,B10330,30/12/2028,100
Hydrocortisone 50mg,Hydrocortisone,,tablet,50mg,100,0,100,20,B10331,30/12/2028,100
Prednisolone 50mg,Prednisolone,,tablet,50mg,100,0,100,20,B10332,30/12/2028,100
Phenobarbital 50mg,Phenobarbital,,tablet,50mg,100,0,100,20,B10333,30/12/2028,100
Phenytoin 50mg,Phenytoin,,tablet,50mg,100,0,100,20,B10334,30/12/2028,100
Sodium Valproate 50mg,Sodium Valproate,,tablet,50mg,100,0,100,20,B10335,30/12/2028,100
Carbamazepine 50mg,Carbamazepine,,tablet,50mg,100,0,100,20,B10336,30/12/2028,100
Amoxicillin 50mg,Amoxicillin,,tablet,50mg,100,0,100,20,B10337,30/12/2028,100
Amoxicillin 50mg,Amoxicillin,,tablet,50mg,100,0,100,20,B10338,30/12/2028,100
Ampicillin 50mg,Ampicillin,,tablet,50mg,100,0,100,20,B10339,30/12/2028,100
Cloxacillin 50mg,Cloxacillin,,tablet,50mg,100,0,100,20,B10340,30/12/2028,100
Ceftriaxone 50mg,Ceftriaxone,,tablet,50mg,100,0,100,20,B10341,30/12/2028,100
Cefuroxime 50mg,Cefuroxime,,tablet,50mg,100,0,100,20,B10342,30/12/2028,100
Azithromycin 50mg,Azithromycin,,tablet,50mg,100,0,100,20,B10343,30/12/2028,100
Erythromycin 50mg,Erythromycin,,tablet,50mg,100,0,100,20,B10344,30/12/2028,100
Ciprofloxacin 50mg,Ciprofloxacin,,tablet,50mg,100,0,100,20,B10345,30/12/2028,100
Metronidazole 50mg,Metronidazole,,tablet,50mg,100,0,100,20,B10346,30/12/2028,100
Metronidazole 50mg,Metronidazole,,tablet,50mg,100,0,100,20,B10347,30/12/2028,100
Gentamicin 50mg,Gentamicin,,tablet,50mg,100,0,100,20,B10348,30/12/2028,100
Doxycycline 50mg,Doxycycline,,tablet,50mg,100,0,100,20,B10349,30/12/2028,100
Cotrimoxazole 50mg,Cotrimoxazole,,tablet,50mg,100,0,100,20,B10350,30/12/2028,100
Artemether + Lumefantrine 50mg,Artemether + Lumefantrine,,tablet,50mg,100,0,100,20,B10351,30/12/2028,100
Artesunate 50mg,Artesunate,,tablet,50mg,100,0,100,20,B10352,30/12/2028,100
Amodiaquine 50mg,Amodiaquine,,tablet,50mg,100,0,100,20,B10353,30/12/2028,100
Quinine 50mg,Quinine,,tablet,50mg,100,0,100,20,B10354,30/12/2028,100
Fluconazole 50mg,Fluconazole,,tablet,50mg,100,0,100,20,B10355,30/12/2028,100
Nystatin 50mg,Nystatin,,tablet,50mg,100,0,100,20,B10356,30/12/2028,100
Amlodipine 50mg,Amlodipine,,tablet,50mg,100,0,100,20,B10357,30/12/2028,100
Amlodipine 50mg,Amlodipine,,tablet,50mg,100,0,100,20,B10358,30/12/2028,100
Lisinopril 50mg,Lisinopril,,tablet,50mg,100,0,100,20,B10359,30/12/2028,100
Lisinopril 50mg,Lisinopril,,tablet,50mg,100,0,100,20,B10360,30/12/2028,100
Atenolol 50mg,Atenolol,,tablet,50mg,100,0,100,20,B10361,30/12/2028,100
Propranolol 50mg,Propranolol,,tablet,50mg,100,0,100,20,B10362,30/12/2028,100
Methyldopa 50mg,Methyldopa,,tablet,50mg,100,0,100,20,B10363,30/12/2028,100
Hydralazine 50mg,Hydralazine,,tablet,50mg,100,0,100,20,B10364,30/12/2028,100
Glyceryl Trinitrate 50mg,Glyceryl Trinitrate,,tablet,50mg,100,0,100,20,B10365,30/12/2028,100
Isosorbide Dinitrate 50mg,Isosorbide Dinitrate,,tablet,50mg,100,0,100,20,B10366,30/12/2028,100
Digoxin 50mg,Digoxin,,tablet,50mg,100,0,100,20,B10367,30/12/2028,100
Furosemide 50mg,Furosemide,,tablet,50mg,100,0,100,20,B10368,30/12/2028,100
Furosemide 50mg,Furosemide,,tablet,50mg,100,0,100,20,B10369,30/12/2028,100
Hydrochlorothiazide 50mg,Hydrochlorothiazide,,tablet,50mg,100,0,100,20,B10370,30/12/2028,100
Spironolactone 50mg,Spironolactone,,tablet,50mg,100,0,100,20,B10371,30/12/2028,100
Atorvastatin 50mg,Atorvastatin,,tablet,50mg,100,0,100,20,B10372,30/12/2028,100
Simvastatin 50mg,Simvastatin,,tablet,50mg,100,0,100,20,B10373,30/12/2028,100
Salbutamol 50mg,Salbutamol,,tablet,50mg,100,0,100,20,B10374,30/12/2028,100
Salbutamol 50mg,Salbutamol,,tablet,50mg,100,0,100,20,B10375,30/12/2028,100
Aminophylline 50mg,Aminophylline,,tablet,50mg,100,0,100,20,B10376,30/12/2028,100
Omeprazole 50mg,Omeprazole,,tablet,50mg,100,0,100,20,B10377,30/12/2028,100
Cimetidine 50mg,Cimetidine,,tablet,50mg,100,0,100,20,B10378,30/12/2028,100
Metoclopramide 50mg,Metoclopramide,,tablet,50mg,100,0,100,20,B10379,30/12/2028,100
Zinc Sulfate 50mg,Zinc Sulfate,,tablet,50mg,100,0,100,20,B10380,30/12/2028,100
Bisacodyl 50mg,Bisacodyl,,tablet,50mg,100,0,100,20,B10381,30/12/2028,100
Metformin 50mg,Metformin,,tablet,50mg,100,0,100,20,B10382,30/12/2028,100
Metformin 50mg,Metformin,,tablet,50mg,100,0,100,20,B10383,30/12/2028,100
Glibenclamide 50mg,Glibenclamide,,tablet,50mg,100,0,100,20,B10384,30/12/2028,100
Glimepiride 50mg,Glimepiride,,tablet,50mg,100,0,100,20,B10385,30/12/2028,100
Levothyroxine 50mg,Levothyroxine,,tablet,50mg,100,0,100,20,B10386,30/12/2028,100
Carbimazole 50mg,Carbimazole,,tablet,50mg,100,0,100,20,B10387,30/12/2028,100
Folic Acid 50mg,Folic Acid,,tablet,50mg,100,0,100,20,B10388,30/12/2028,100
Oxytocin 50mg,Oxytocin,,tablet,50mg,100,0,100,20,B10389,30/12/2028,100
Misoprostol 50mg,Misoprostol,,tablet,50mg,100,0,100,20,B10390,30/12/2028,100
Magnesium Sulfate 50mg,Magnesium Sulfate,,tablet,50mg,100,0,100,20,B10391,30/12/2028,100
Amitriptyline 50mg,Amitriptyline,,tablet,50mg,100,0,100,20,B10392,30/12/2028,100
Fluoxetine 50mg,Fluoxetine,,tablet,50mg,100,0,100,20,B10393,30/12/2028,100
Haloperidol 50mg,Haloperidol,,tablet,50mg,100,0,100,20,B10394,30/12/2028,100
Chlorpromazine 50mg,Chlorpromazine,,tablet,50mg,100,0,100,20,B10395,30/12/2028,100
Halothane 100mg,Halothane,,tablet,100mg,100,0,100,20,B10396,30/12/2028,100
Ketamine 100mg,Ketamine,,tablet,100mg,100,0,100,20,B10397,30/12/2028,100
Nitrous oxide 100mg,Nitrous oxide,,tablet,100mg,100,0,100,20,B10398,30/12/2028,100
Oxygen 100mg,Oxygen,,tablet,100mg,100,0,100,20,B10399,30/12/2028,100
Atropine 100mg,Atropine,,tablet,100mg,100,0,100,20,B10400,30/12/2028,100
Diazepam 100mg,Diazepam,,tablet,100mg,100,0,100,20,B10401,30/12/2028,100
Hyoscine N-Butylbromide 100mg,Hyoscine N-Butylbromide,,tablet,100mg,100,0,100,20,B10402,30/12/2028,100
Midazolam 100mg,Midazolam,,tablet,100mg,100,0,100,20,B10403,30/12/2028,100
Morphine 100mg,Morphine,,tablet,100mg,100,0,100,20,B10404,30/12/2028,100
Promethazine 100mg,Promethazine,,tablet,100mg,100,0,100,20,B10405,30/12/2028,100
Promethazine 100mg,Promethazine,,tablet,100mg,100,0,100,20,B10406,30/12/2028,100
Atracurium 100mg,Atracurium,,tablet,100mg,100,0,100,20,B10407,30/12/2028,100
Neostigmine 100mg,Neostigmine,,tablet,100mg,100,0,100,20,B10408,30/12/2028,100
Suxamethonium 100mg,Suxamethonium,,tablet,100mg,100,0,100,20,B10409,30/12/2028,100
Propofol 100mg,Propofol,,tablet,100mg,100,0,100,20,B10410,30/12/2028,100
Lidocaine 100mg,Lidocaine,,tablet,100mg,100,0,100,20,B10411,30/12/2028,100
Bupivacaine 100mg,Bupivacaine,,tablet,100mg,100,0,100,20,B10412,30/12/2028,100
Pentazocine 100mg,Pentazocine,,tablet,100mg,100,0,100,20,B10413,30/12/2028,100
Pethidine 100mg,Pethidine,,tablet,100mg,100,0,100,20,B10414,30/12/2028,100
Tramadol 100mg,Tramadol,,tablet,100mg,100,0,100,20,B10415,30/12/2028,100
Acetylsalicylic Acid 100mg,Acetylsalicylic Acid,,tablet,100mg,100,0,100,20,B10416,30/12/2028,100
Paracetamol 100mg,Paracetamol,,tablet,100mg,100,0,100,20,B10417,30/12/2028,100
Paracetamol 100mg,Paracetamol,,tablet,100mg,100,0,100,20,B10418,30/12/2028,100
Paracetamol 100mg,Paracetamol,,tablet,100mg,100,0,100,20,B10419,30/12/2028,100
Allopurinol 100mg,Allopurinol,,tablet,100mg,100,0,100,20,B10420,30/12/2028,100
Diclofenac Sodium 100mg,Diclofenac Sodium,,tablet,100mg,100,0,100,20,B10421,30/12/2028,100
Diclofenac Sodium 100mg,Diclofenac Sodium,,tablet,100mg,100,0,100,20,B10422,30/12/2028,100
Ibuprofen 100mg,Ibuprofen,,tablet,100mg,100,0,100,20,B10423,30/12/2028,100
Ibuprofen 100mg,Ibuprofen,,tablet,100mg,100,0,100,20,B10424,30/12/2028,100
Naproxen 100mg,Naproxen,,tablet,100mg,100,0,100,20,B10425,30/12/2028,100
Piroxicam 100mg,Piroxicam,,tablet,100mg,100,0,100,20,B10426,30/12/2028,100
Meloxicam 100mg,Meloxicam,,tablet,100mg,100,0,100,20,B10427,30/12/2028,100
Naloxone 100mg,Naloxone,,tablet,100mg,100,0,100,20,B10428,30/12/2028,100
Chlorpheniramine 100mg,Chlorpheniramine,,tablet,100mg,100,0,100,20,B10429,30/12/2028,100
Hydrocortisone 100mg,Hydrocortisone,,tablet,100mg,100,0,100,20,B10430,30/12/2028,100
Prednisolone 100mg,Prednisolone,,tablet,100mg,100,0,100,20,B10431,30/12/2028,100
Phenobarbital 100mg,Phenobarbital,,tablet,100mg,100,0,100,20,B10432,30/12/2028,100
Phenytoin 100mg,Phenytoin,,tablet,100mg,100,0,100,20,B10433,30/12/2028,100
Sodium Valproate 100mg,Sodium Valproate,,tablet,100mg,100,0,100,20,B10434,30/12/2028,100
Carbamazepine 100mg,Carbamazepine,,tablet,100mg,100,0,100,20,B10435,30/12/2028,100
Amoxicillin 100mg,Amoxicillin,,tablet,100mg,100,0,100,20,B10436,30/12/2028,100
Amoxicillin 100mg,Amoxicillin,,tablet,100mg,100,0,100,20,B10437,30/12/2028,100
Ampicillin 100mg,Ampicillin,,tablet,100mg,100,0,100,20,B10438,30/12/2028,100
Cloxacillin 100mg,Cloxacillin,,tablet,100mg,100,0,100,20,B10439,30/12/2028,100
Ceftriaxone 100mg,Ceftriaxone,,tablet,100mg,100,0,100,20,B10440,30/12/2028,100
Cefuroxime 100mg,Cefuroxime,,tablet,100mg,100,0,100,20,B10441,30/12/2028,100
Azithromycin 100mg,Azithromycin,,tablet,100mg,100,0,100,20,B10442,30/12/2028,100
Erythromycin 100mg,Erythromycin,,tablet,100mg,100,0,100,20,B10443,30/12/2028,100
Ciprofloxacin 100mg,Ciprofloxacin,,tablet,100mg,100,0,100,20,B10444,30/12/2028,100
Metronidazole 100mg,Metronidazole,,tablet,100mg,100,0,100,20,B10445,30/12/2028,100
Metronidazole 100mg,Metronidazole,,tablet,100mg,100,0,100,20,B10446,30/12/2028,100
Gentamicin 100mg,Gentamicin,,tablet,100mg,100,0,100,20,B10447,30/12/2028,100
Doxycycline 100mg,Doxycycline,,tablet,100mg,100,0,100,20,B10448,30/12/2028,100
Cotrimoxazole 100mg,Cotrimoxazole,,tablet,100mg,100,0,100,20,B10449,30/12/2028,100
Artemether + Lumefantrine 100mg,Artemether + Lumefantrine,,tablet,100mg,100,0,100,20,B10450,30/12/2028,100
Artesunate 100mg,Artesunate,,tablet,100mg,100,0,100,20,B10451,30/12/2028,100
Amodiaquine 100mg,Amodiaquine,,tablet,100mg,100,0,100,20,B10452,30/12/2028,100
Quinine 100mg,Quinine,,tablet,100mg,100,0,100,20,B10453,30/12/2028,100
Fluconazole 100mg,Fluconazole,,tablet,100mg,100,0,100,20,B10454,30/12/2028,100
Nystatin 100mg,Nystatin,,tablet,100mg,100,0,100,20,B10455,30/12/2028,100
Amlodipine 100mg,Amlodipine,,tablet,100mg,100,0,100,20,B10456,30/12/2028,100
Amlodipine 100mg,Amlodipine,,tablet,100mg,100,0,100,20,B10457,30/12/2028,100
Lisinopril 100mg,Lisinopril,,tablet,100mg,100,0,100,20,B10458,30/12/2028,100
Lisinopril 100mg,Lisinopril,,tablet,100mg,100,0,100,20,B10459,30/12/2028,100
Atenolol 100mg,Atenolol,,tablet,100mg,100,0,100,20,B10460,30/12/2028,100
Propranolol 100mg,Propranolol,,tablet,100mg,100,0,100,20,B10461,30/12/2028,100
Methyldopa 100mg,Methyldopa,,tablet,100mg,100,0,100,20,B10462,30/12/2028,100
Hydralazine 100mg,Hydralazine,,tablet,100mg,100,0,100,20,B10463,30/12/2028,100
Glyceryl Trinitrate 100mg,Glyceryl Trinitrate,,tablet,100mg,100,0,100,20,B10464,30/12/2028,100
Isosorbide Dinitrate 100mg,Isosorbide Dinitrate,,tablet,100mg,100,0,100,20,B10465,30/12/2028,100
Digoxin 100mg,Digoxin,,tablet,100mg,100,0,100,20,B10466,30/12/2028,100
Furosemide 100mg,Furosemide,,tablet,100mg,100,0,100,20,B10467,30/12/2028,100
Furosemide 100mg,Furosemide,,tablet,100mg,100,0,100,20,B10468,30/12/2028,100
Hydrochlorothiazide 100mg,Hydrochlorothiazide,,tablet,100mg,100,0,100,20,B10469,30/12/2028,100
Spironolactone 100mg,Spironolactone,,tablet,100mg,100,0,100,20,B10470,30/12/2028,100
Atorvastatin 100mg,Atorvastatin,,tablet,100mg,100,0,100,20,B10471,30/12/2028,100
Simvastatin 100mg,Simvastatin,,tablet,100mg,100,0,100,20,B10472,30/12/2028,100
Salbutamol 100mg,Salbutamol,,tablet,100mg,100,0,100,20,B10473,30/12/2028,100
Salbutamol 100mg,Salbutamol,,tablet,100mg,100,0,100,20,B10474,30/12/2028,100
Aminophylline 100mg,Aminophylline,,tablet,100mg,100,0,100,20,B10475,30/12/2028,100
Omeprazole 100mg,Omeprazole,,tablet,100mg,100,0,100,20,B10476,30/12/2028,100
Cimetidine 100mg,Cimetidine,,tablet,100mg,100,0,100,20,B10477,30/12/2028,100
Metoclopramide 100mg,Metoclopramide,,tablet,100mg,100,0,100,20,B10478,30/12/2028,100
Zinc Sulfate 100mg,Zinc Sulfate,,tablet,100mg,100,0,100,20,B10479,30/12/2028,100
Bisacodyl 100mg,Bisacodyl,,tablet,100mg,100,0,100,20,B10480,30/12/2028,100
Metformin 100mg,Metformin,,tablet,100mg,100,0,100,20,B10481,30/12/2028,100
Metformin 100mg,Metformin,,tablet,100mg,100,0,100,20,B10482,30/12/2028,100
Glibenclamide 100mg,Glibenclamide,,tablet,100mg,100,0,100,20,B10483,30/12/2028,100
Glimepiride 100mg,Glimepiride,,tablet,100mg,100,0,100,20,B10484,30/12/2028,100
Levothyroxine 100mg,Levothyroxine,,tablet,100mg,100,0,100,20,B10485,30/12/2028,100
Carbimazole 100mg,Carbimazole,,tablet,100mg,100,0,100,20,B10486,30/12/2028,100
Folic Acid 100mg,Folic Acid,,tablet,100mg,100,0,100,20,B10487,30/12/2028,100
Oxytocin 100mg,Oxytocin,,tablet,100mg,100,0,100,20,B10488,30/12/2028,100
Misoprostol 100mg,Misoprostol,,tablet,100mg,100,0,100,20,B10489,30/12/2028,100
Magnesium Sulfate 100mg,Magnesium Sulfate,,tablet,100mg,100,0,100,20,B10490,30/12/2028,100
Amitriptyline 100mg,Amitriptyline,,tablet,100mg,100,0,100,20,B10491,30/12/2028,100
Fluoxetine 100mg,Fluoxetine,,tablet,100mg,100,0,100,20,B10492,30/12/2028,100
Haloperidol 100mg,Haloperidol,,tablet,100mg,100,0,100,20,B10493,30/12/2028,100
Chlorpromazine 100mg,Chlorpromazine,,tablet,100mg,100,0,100,20,B10494,30/12/2028,100
Halothane 250mg,Halothane,,tablet,250mg,100,0,100,20,B10495,30/12/2028,100
Ketamine 250mg,Ketamine,,tablet,250mg,100,0,100,20,B10496,30/12/2028,100
Nitrous oxide 250mg,Nitrous oxide,,tablet,250mg,100,0,100,20,B10497,30/12/2028,100
Oxygen 250mg,Oxygen,,tablet,250mg,100,0,100,20,B10498,30/12/2028,100
Atropine 250mg,Atropine,,tablet,250mg,100,0,100,20,B10499,30/12/2028,100
Diazepam 250mg,Diazepam,,tablet,250mg,100,0,100,20,B10500,30/12/2028,100
Hyoscine N-Butylbromide 250mg,Hyoscine N-Butylbromide,,tablet,250mg,100,0,100,20,B10501,30/12/2028,100
Midazolam 250mg,Midazolam,,tablet,250mg,100,0,100,20,B10502,30/12/2028,100
Morphine 250mg,Morphine,,tablet,250mg,100,0,100,20,B10503,30/12/2028,100
Promethazine 250mg,Promethazine,,tablet,250mg,100,0,100,20,B10504,30/12/2028,100
Promethazine 250mg,Promethazine,,tablet,250mg,100,0,100,20,B10505,30/12/2028,100
Atracurium 250mg,Atracurium,,tablet,250mg,100,0,100,20,B10506,30/12/2028,100
Neostigmine 250mg,Neostigmine,,tablet,250mg,100,0,100,20,B10507,30/12/2028,100
Suxamethonium 250mg,Suxamethonium,,tablet,250mg,100,0,100,20,B10508,30/12/2028,100
Propofol 250mg,Propofol,,tablet,250mg,100,0,100,20,B10509,30/12/2028,100
Lidocaine 250mg,Lidocaine,,tablet,250mg,100,0,100,20,B10510,30/12/2028,100
Bupivacaine 250mg,Bupivacaine,,tablet,250mg,100,0,100,20,B10511,30/12/2028,100
Pentazocine 250mg,Pentazocine,,tablet,250mg,100,0,100,20,B10512,30/12/2028,100
Pethidine 250mg,Pethidine,,tablet,250mg,100,0,100,20,B10513,30/12/2028,100
Tramadol 250mg,Tramadol,,tablet,250mg,100,0,100,20,B10514,30/12/2028,100
Acetylsalicylic Acid 250mg,Acetylsalicylic Acid,,tablet,250mg,100,0,100,20,B10515,30/12/2028,100
Paracetamol 250mg,Paracetamol,,tablet,250mg,100,0,100,20,B10516,30/12/2028,100
Paracetamol 250mg,Paracetamol,,tablet,250mg,100,0,100,20,B10517,30/12/2028,100
Paracetamol 250mg,Paracetamol,,tablet,250mg,100,0,100,20,B10518,30/12/2028,100
Allopurinol 250mg,Allopurinol,,tablet,250mg,100,0,100,20,B10519,30/12/2028,100
Diclofenac Sodium 250mg,Diclofenac Sodium,,tablet,250mg,100,0,100,20,B10520,30/12/2028,100
Diclofenac Sodium 250mg,Diclofenac Sodium,,tablet,250mg,100,0,100,20,B10521,30/12/2028,100
Ibuprofen 250mg,Ibuprofen,,tablet,250mg,100,0,100,20,B10522,30/12/2028,100
Ibuprofen 250mg,Ibuprofen,,tablet,250mg,100,0,100,20,B10523,30/12/2028,100
Naproxen 250mg,Naproxen,,tablet,250mg,100,0,100,20,B10524,30/12/2028,100
Piroxicam 250mg,Piroxicam,,tablet,250mg,100,0,100,20,B10525,30/12/2028,100
Meloxicam 250mg,Meloxicam,,tablet,250mg,100,0,100,20,B10526,30/12/2028,100
Naloxone 250mg,Naloxone,,tablet,250mg,100,0,100,20,B10527,30/12/2028,100
Chlorpheniramine 250mg,Chlorpheniramine,,tablet,250mg,100,0,100,20,B10528,30/12/2028,100
Hydrocortisone 250mg,Hydrocortisone,,tablet,250mg,100,0,100,20,B10529,30/12/2028,100
Prednisolone 250mg,Prednisolone,,tablet,250mg,100,0,100,20,B10530,30/12/2028,100
Phenobarbital 250mg,Phenobarbital,,tablet,250mg,100,0,100,20,B10531,30/12/2028,100
Phenytoin 250mg,Phenytoin,,tablet,250mg,100,0,100,20,B10532,30/12/2028,100
Sodium Valproate 250mg,Sodium Valproate,,tablet,250mg,100,0,100,20,B10533,30/12/2028,100
Carbamazepine 250mg,Carbamazepine,,tablet,250mg,100,0,100,20,B10534,30/12/2028,100
Amoxicillin 250mg,Amoxicillin,,tablet,250mg,100,0,100,20,B10535,30/12/2028,100
Amoxicillin 250mg,Amoxicillin,,tablet,250mg,100,0,100,20,B10536,30/12/2028,100
Ampicillin 250mg,Ampicillin,,tablet,250mg,100,0,100,20,B10537,30/12/2028,100
Cloxacillin 250mg,Cloxacillin,,tablet,250mg,100,0,100,20,B10538,30/12/2028,100
Ceftriaxone 250mg,Ceftriaxone,,tablet,250mg,100,0,100,20,B10539,30/12/2028,100
Cefuroxime 250mg,Cefuroxime,,tablet,250mg,100,0,100,20,B10540,30/12/2028,100
Azithromycin 250mg,Azithromycin,,tablet,250mg,100,0,100,20,B10541,30/12/2028,100
Erythromycin 250mg,Erythromycin,,tablet,250mg,100,0,100,20,B10542,30/12/2028,100
Ciprofloxacin 250mg,Ciprofloxacin,,tablet,250mg,100,0,100,20,B10543,30/12/2028,100
Metronidazole 250mg,Metronidazole,,tablet,250mg,100,0,100,20,B10544,30/12/2028,100
Metronidazole 250mg,Metronidazole,,tablet,250mg,100,0,100,20,B10545,30/12/2028,100
Gentamicin 250mg,Gentamicin,,tablet,250mg,100,0,100,20,B10546,30/12/2028,100
Doxycycline 250mg,Doxycycline,,tablet,250mg,100,0,100,20,B10547,30/12/2028,100
Cotrimoxazole 250mg,Cotrimoxazole,,tablet,250mg,100,0,100,20,B10548,30/12/2028,100
Artemether + Lumefantrine 250mg,Artemether + Lumefantrine,,tablet,250mg,100,0,100,20,B10549,30/12/2028,100
Artesunate 250mg,Artesunate,,tablet,250mg,100,0,100,20,B10550,30/12/2028,100
Amodiaquine 250mg,Amodiaquine,,tablet,250mg,100,0,100,20,B10551,30/12/2028,100
Quinine 250mg,Quinine,,tablet,250mg,100,0,100,20,B10552,30/12/2028,100
Fluconazole 250mg,Fluconazole,,tablet,250mg,100,0,100,20,B10553,30/12/2028,100
Nystatin 250mg,Nystatin,,tablet,250mg,100,0,100,20,B10554,30/12/2028,100
Amlodipine 250mg,Amlodipine,,tablet,250mg,100,0,100,20,B10555,30/12/2028,100
Amlodipine 250mg,Amlodipine,,tablet,250mg,100,0,100,20,B10556,30/12/2028,100
Lisinopril 250mg,Lisinopril,,tablet,250mg,100,0,100,20,B10557,30/12/2028,100
Lisinopril 250mg,Lisinopril,,tablet,250mg,100,0,100,20,B10558,30/12/2028,100
Atenolol 250mg,Atenolol,,tablet,250mg,100,0,100,20,B10559,30/12/2028,100
Propranolol 250mg,Propranolol,,tablet,250mg,100,0,100,20,B10560,30/12/2028,100
Methyldopa 250mg,Methyldopa,,tablet,250mg,100,0,100,20,B10561,30/12/2028,100
